Date,Open_IFF,High_IFF,Low_IFF,Close_IFF,Volume_IFF,AdjClose_IFF
2015-01-21,107.239998,107.779999,106.160004,106.830002,677800,104.398108
2015-01-22,107.550003,110.970001,107.32,110.940002,784800,108.414548
2015-01-23,110.82,110.889999,108.059998,109.050003,890600,106.567573
2015-01-26,108.769997,108.879997,107.589996,108.370003,470300,105.903052
2015-01-27,107.32,107.519997,106.300003,106.919998,521300,104.486056
2015-01-28,107.519997,107.889999,105.18,105.260002,710900,102.863848
2015-01-29,105.129997,106.940002,105.010002,106.800003,333800,104.368792
2015-01-30,105.910004,107.389999,105.720001,106.110001,410300,103.694497
2015-02-02,106.529999,107.089996,105.349998,106.779999,314300,104.349243
2015-02-03,107.580002,108.139999,106.739998,108.0,476700,105.541472
2015-02-04,107.690002,108.410004,107.300003,107.709999,288500,105.258073
2015-02-05,108.360001,108.800003,107.889999,108.639999,278600,106.166903
2015-02-06,108.779999,109.099998,108.080002,109.07,343400,106.587114
2015-02-09,108.809998,108.879997,107.110001,107.379997,361100,104.935583
2015-02-10,107.669998,108.260002,107.230003,107.940002,371100,105.48284
2015-02-11,108.089996,108.400002,106.709999,107.0,1050900,104.564236
2015-02-12,109.330002,116.480003,109.330002,114.769997,1341700,112.157356
2015-02-13,115.339996,118.580002,114.830002,116.959999,761800,114.297505
2015-02-17,116.879997,117.599998,115.800003,117.199997,495500,114.532039
2015-02-18,116.989998,118.370003,116.82,118.269997,332800,115.577681
2015-02-19,118.269997,120.419998,117.57,120.099998,526700,117.366025
2015-02-20,120.010002,121.540001,119.309998,121.400002,418200,118.636434
2015-02-23,120.650002,122.0,120.489998,121.239998,432600,118.480073
2015-02-24,120.989998,122.849998,120.589996,122.629997,453000,119.83843
2015-02-25,122.959999,123.080002,121.43,121.870003,472900,119.095736
2015-02-26,122.0,122.400002,121.279999,121.839996,470800,119.066413
2015-02-27,121.949997,122.510002,121.120003,121.93,371100,119.154368
2015-03-02,121.93,122.839996,117.32,122.769997,401400,119.975242
2015-03-03,122.309998,122.639999,120.769997,121.690002,280700,118.919833
2015-03-04,121.519997,121.959999,120.300003,121.220001,346300,118.460531
2015-03-05,121.25,121.540001,120.230003,120.879997,358600,118.128267
2015-03-06,120.589996,120.709999,118.519997,119.010002,396100,116.300841
2015-03-09,119.550003,121.360001,119.43,120.690002,468600,117.942598
2015-03-10,119.709999,119.910004,117.599998,117.599998,744100,114.922935
2015-03-11,117.599998,118.540001,116.699997,117.18,760600,114.512498
2015-03-12,118.029999,120.010002,117.739998,119.5,457700,116.779685
2015-03-13,119.43,119.660004,117.029999,118.040001,465500,115.352921
2015-03-16,118.489998,119.150002,118.199997,118.989998,298800,116.281292
2015-03-17,118.339996,118.769997,116.739998,117.900002,461700,115.216109
2015-03-18,117.379997,118.959999,115.260002,118.150002,601400,115.460418
2015-03-19,118.07,120.080002,117.099998,118.489998,510700,115.792674
2015-03-20,118.82,120.400002,118.660004,119.919998,638300,117.190122
2015-03-23,119.669998,120.620003,119.349998,119.690002,490100,116.965362
2015-03-24,119.410004,120.559998,119.07,119.510002,427500,116.789459
2015-03-25,119.43,120.959999,117.080002,117.080002,482300,114.866516
2015-03-26,116.839996,117.349998,116.010002,116.699997,528500,114.493695
2015-03-27,117.059998,117.790001,116.550003,117.18,354400,114.964623
2015-03-30,117.839996,119.269997,117.239998,118.5,300800,116.259668
2015-03-31,118.290001,118.5,117.0,117.400002,473900,115.180465
2015-04-01,117.099998,118.110001,116.080002,116.970001,461900,114.758595
2015-04-02,116.959999,118.809998,116.739998,117.389999,333500,115.170652
2015-04-06,116.760002,118.959999,116.760002,118.620003,316700,116.377402
2015-04-07,118.379997,119.550003,118.160004,118.190002,519000,115.955531
2015-04-08,118.559998,118.959999,117.410004,118.209999,375600,115.975149
2015-04-09,118.139999,118.5,117.339996,118.260002,297300,116.024207
2015-04-10,118.540001,119.029999,118.209999,118.970001,296300,116.720783
2015-04-13,119.129997,120.419998,118.75,118.769997,297700,116.52456
2015-04-14,118.889999,119.449997,118.059998,118.910004,277200,116.66192
2015-04-15,119.730003,120.139999,118.519997,118.669998,222900,116.426452
2015-04-16,118.339996,119.330002,118.010002,118.660004,255300,116.416646
2015-04-17,117.910004,118.620003,115.889999,116.279999,437600,114.081637
2015-04-20,117.089996,117.870003,117.089996,117.669998,204900,115.445358
2015-04-21,117.75,118.309998,116.639999,116.82,237500,114.611429
2015-04-22,117.0,117.260002,115.160004,115.989998,474700,113.797119
2015-04-23,116.029999,117.059998,115.440002,116.57,222200,114.366155
2015-04-24,116.620003,117.199997,115.040001,115.849998,378500,113.659766
2015-04-27,116.349998,117.220001,115.239998,116.18,260900,113.983529
2015-04-28,115.959999,116.980003,115.639999,116.949997,345000,114.738969
2015-04-29,116.0,116.940002,115.599998,116.239998,297100,114.042392
2015-04-30,115.660004,116.610001,114.110001,114.75,438800,112.580564
2015-05-01,115.480003,117.550003,115.480003,117.419998,310100,115.200084
2015-05-04,117.510002,118.599998,117.239998,118.230003,345300,115.994775
2015-05-05,118.019997,118.870003,116.190002,116.599998,267400,114.395587
2015-05-06,117.360001,118.120003,115.800003,118.099998,410100,115.867228
2015-05-07,117.660004,118.410004,116.809998,118.220001,256100,115.984962
2015-05-08,119.540001,120.610001,119.010002,119.440002,298200,117.181899
2015-05-11,119.019997,119.610001,118.489998,119.300003,535900,117.044546
2015-05-12,115.68,117.32,113.339996,114.400002,1012800,112.237183
2015-05-13,114.029999,114.029999,110.57,112.690002,971100,110.559512
2015-05-14,113.309998,115.160004,112.620003,115.050003,467500,112.874895
2015-05-15,114.989998,115.440002,114.690002,115.43,295400,113.247709
2015-05-18,115.019997,115.489998,114.82,115.279999,222500,113.100543
2015-05-19,115.360001,116.309998,115.029999,115.889999,266700,113.699011
2015-05-20,116.050003,117.860001,115.589996,117.529999,419100,115.308005
2015-05-21,117.290001,118.459999,117.290001,118.260002,491500,116.024207
2015-05-22,117.989998,118.720001,117.779999,118.349998,364700,116.112502
2015-05-26,117.470001,117.970001,116.470001,117.099998,419500,114.886134
2015-05-27,116.919998,119.059998,116.849998,118.82,382200,116.573617
2015-05-28,118.870003,119.769997,118.739998,119.269997,337200,117.015107
2015-05-29,119.449997,120.199997,118.5,119.040001,555700,116.789459
2015-06-01,119.290001,119.290001,116.739998,117.510002,432200,115.288386
2015-06-02,117.18,118.040001,116.400002,116.440002,382000,114.238616
2015-06-03,116.650002,117.050003,113.970001,114.470001,952100,112.305859
2015-06-04,113.669998,114.360001,112.339996,112.480003,856500,110.353484
2015-06-05,112.150002,112.440002,111.010002,111.120003,627600,109.019195
2015-06-08,111.199997,112.260002,110.309998,110.339996,562400,108.253935
2015-06-09,110.339996,110.440002,109.410004,109.760002,607400,107.684906
2015-06-10,110.269997,111.040001,109.879997,110.830002,1131100,108.734677
2015-06-11,110.900002,112.07,110.690002,111.449997,754300,109.34295
2015-06-12,111.32,111.589996,110.080002,110.330002,362700,108.244129
2015-06-15,109.389999,109.919998,108.82,109.370003,420500,107.30228
2015-06-16,109.43,111.919998,109.379997,111.239998,634500,109.136921
2015-06-17,111.599998,112.57,111.349998,111.580002,625500,109.470497
2015-06-18,112.220001,113.660004,111.459999,113.339996,552700,111.197218
2015-06-19,113.480003,114.599998,112.800003,112.82,536400,110.687052
2015-06-22,113.589996,114.089996,113.0,113.529999,355600,111.383628
2015-06-23,113.980003,114.040001,113.029999,113.209999,376300,111.069678
2015-06-24,112.639999,113.900002,112.25,112.650002,421600,110.981014
2015-06-25,112.730003,113.529999,112.5,112.620003,339300,110.95146
2015-06-26,113.0,113.400002,112.449997,112.620003,401000,110.95146
2015-06-29,111.599998,112.360001,109.230003,109.290001,325600,107.670794
2015-06-30,110.220001,110.559998,108.870003,109.290001,441300,107.670794
2015-07-01,110.279999,110.790001,109.660004,110.220001,361700,108.587016
2015-07-02,110.769997,110.870003,109.839996,110.330002,374500,108.695387
2015-07-06,109.169998,110.639999,108.910004,109.699997,278600,108.074716
2015-07-07,109.620003,110.120003,108.199997,109.660004,410400,108.035315
2015-07-08,108.669998,109.239998,108.25,108.449997,515200,106.843236
2015-07-09,109.730003,110.309998,108.809998,108.910004,333800,107.296427
2015-07-10,110.400002,111.349998,109.580002,111.150002,278000,109.503238
2015-07-13,112.150002,112.919998,111.169998,112.650002,331200,110.981014
2015-07-14,112.510002,113.330002,112.400002,113.160004,270600,111.48346
2015-07-15,112.93,113.769997,112.57,112.690002,315000,111.020423
2015-07-16,112.980003,113.550003,112.18,113.349998,374100,111.67064
2015-07-17,113.07,113.440002,112.410004,112.639999,220300,110.97116
2015-07-20,112.18,112.389999,111.419998,111.610001,403500,109.956422
2015-07-21,111.93,114.309998,111.519997,111.599998,493600,109.946568
2015-07-22,112.400002,113.989998,111.5,112.269997,339300,110.606639
2015-07-23,112.589996,113.0,111.849998,112.18,380000,110.517976
2015-07-24,112.040001,112.07,110.0,111.099998,381400,109.453976
2015-07-27,110.510002,111.419998,110.110001,111.110001,365500,109.463829
2015-07-28,111.559998,113.839996,110.970001,113.699997,439900,112.015453
2015-07-29,113.650002,114.82,112.75,114.57,350200,112.872566
2015-07-30,114.290001,116.059998,114.059998,115.510002,468100,113.798642
2015-07-31,116.379997,116.870003,115.370003,115.589996,474600,113.877451
2015-08-03,115.449997,115.75,114.68,115.300003,258400,113.591754
2015-08-04,115.510002,116.800003,115.510002,116.0,258400,114.28138
2015-08-05,117.190002,118.080002,116.610001,117.239998,384500,115.503007
2015-08-06,117.230003,118.089996,115.720001,116.419998,458900,114.695156
2015-08-07,116.529999,116.93,115.849998,116.279999,283000,114.557231
2015-08-10,116.739998,118.870003,116.330002,118.809998,390900,117.049746
2015-08-11,115.540001,117.110001,112.779999,114.050003,887800,112.360274
2015-08-12,112.989998,114.43,112.419998,113.739998,549900,112.054862
2015-08-13,113.360001,114.089996,112.43,113.220001,501800,111.542569
2015-08-14,113.230003,114.690002,113.050003,114.360001,350100,112.665679
2015-08-17,113.949997,115.199997,113.830002,114.989998,368200,113.286342
2015-08-18,114.730003,115.849998,114.730003,115.529999,324600,113.818342
2015-08-19,114.209999,115.160004,113.669998,114.110001,403300,112.419382
2015-08-20,113.610001,113.879997,111.620003,112.0,704800,110.340643
2015-08-21,113.120003,114.120003,111.919998,111.949997,1065200,110.291381
2015-08-24,106.870003,109.129997,106.199997,108.0,1178300,106.399906
2015-08-25,110.589996,110.639999,107.0,107.050003,813200,105.463984
2015-08-26,109.190002,109.639999,107.160004,108.910004,553000,107.296427
2015-08-27,110.160004,112.25,108.940002,110.699997,495400,109.0599
2015-08-28,110.440002,111.010002,109.580002,110.959999,350200,109.31605
2015-08-31,110.610001,110.610001,109.489998,109.550003,297700,107.926944
2015-09-01,107.07,107.959999,105.830002,106.230003,546300,104.656133
2015-09-02,107.93,108.540001,106.510002,108.5,549800,106.892498
2015-09-03,109.400002,110.43,108.889999,109.459999,316400,107.838274
2015-09-04,107.779999,108.110001,106.650002,106.949997,493700,105.365459
2015-09-08,108.989998,109.330002,108.389999,109.25,545100,107.631386
2015-09-09,110.360001,110.809998,108.620003,108.730003,283500,107.119094
2015-09-10,108.32,109.18,106.849998,107.190002,591500,105.601909
2015-09-11,106.529999,107.260002,105.970001,107.129997,435900,105.542793
2015-09-14,107.099998,107.360001,105.919998,106.120003,240300,104.547762
2015-09-15,106.160004,106.559998,105.220001,106.330002,356900,104.75465
2015-09-16,106.209999,107.860001,106.169998,107.690002,338400,106.094501
2015-09-17,107.410004,109.169998,107.300003,107.580002,267600,105.98613
2015-09-18,106.099998,106.480003,104.839996,105.169998,489900,103.611832
2015-09-21,105.879997,106.730003,104.910004,106.059998,283500,104.488646
2015-09-22,105.269997,105.470001,104.519997,105.07,357200,103.513315
2015-09-23,104.690002,105.699997,104.230003,104.709999,562700,103.711407
2015-09-24,104.150002,105.080002,103.389999,104.800003,437400,103.800552
2015-09-25,105.169998,106.529999,105.07,105.760002,444300,104.751396
2015-09-28,104.25,104.349998,100.5,100.589996,794000,99.630695
2015-09-29,100.589996,101.330002,100.019997,101.089996,335800,100.125927
2015-09-30,101.949997,103.330002,101.449997,103.260002,486900,102.275238
2015-10-01,104.07,104.379997,102.459999,103.879997,657300,102.88932
2015-10-02,102.470001,106.889999,102.440002,106.809998,389000,105.791378
2015-10-05,107.18,108.279999,106.910004,108.209999,382900,107.178028
2015-10-06,108.18,108.830002,107.129997,107.980003,338500,106.950226
2015-10-07,108.470001,109.75,108.470001,109.75,478000,108.703342
2015-10-08,109.209999,109.910004,108.75,109.510002,536600,108.465633
2015-10-09,109.57,110.220001,109.040001,109.529999,341400,108.485439
2015-10-12,109.309998,110.639999,108.830002,110.099998,337500,109.050003
2015-10-13,109.309998,111.139999,109.18,110.239998,387800,109.188667
2015-10-14,110.059998,111.139999,109.860001,109.980003,208000,108.931152
2015-10-15,110.699997,111.199997,110.150002,111.07,413500,110.010754
2015-10-16,112.0,112.559998,111.470001,112.529999,317500,111.456829
2015-10-19,111.879997,113.169998,111.879997,112.959999,389100,111.882729
2015-10-20,112.900002,113.410004,112.449997,112.779999,304800,111.704445
2015-10-21,113.419998,113.790001,111.580002,111.760002,269700,110.694176
2015-10-22,112.730003,113.760002,112.489998,113.730003,485800,112.64539
2015-10-23,114.809998,114.910004,113.480003,113.519997,360200,112.437386
2015-10-26,113.559998,114.919998,113.470001,114.669998,271300,113.57642
2015-10-27,114.0,114.5,112.910004,113.709999,340300,112.625576
2015-10-28,113.650002,115.519997,113.440002,115.050003,397100,113.952801
2015-10-29,115.040001,115.82,114.199997,115.510002,288500,114.408413
2015-10-30,115.669998,117.050003,115.07,116.059998,417200,114.953163
2015-11-02,116.199997,116.970001,115.230003,116.050003,320700,114.943264
2015-11-03,115.910004,116.559998,115.690002,116.18,414600,115.072021
2015-11-04,116.290001,116.809998,115.709999,116.18,285500,115.072021
2015-11-05,116.209999,116.360001,115.309998,115.970001,291900,114.864025
2015-11-06,115.260002,115.580002,111.980003,113.199997,881200,112.120438
2015-11-09,113.400002,114.260002,112.339996,114.110001,602600,113.021763
2015-11-10,112.800003,116.860001,112.0,113.610001,750700,112.526531
2015-11-11,114.440002,116.440002,114.209999,115.900002,390700,114.794693
2015-11-12,114.459999,115.68,113.199997,113.279999,388900,112.199677
2015-11-13,113.339996,113.860001,111.330002,111.75,415600,110.684269
2015-11-16,111.779999,114.550003,111.779999,114.5,360600,113.408043
2015-11-17,114.050003,116.489998,114.0,115.449997,437200,114.34898
2015-11-18,115.669998,117.519997,115.120003,117.440002,463200,116.320007
2015-11-19,117.480003,119.400002,116.339996,117.839996,505100,116.716187
2015-11-20,118.099998,118.290001,116.650002,117.050003,280600,115.933727
2015-11-23,117.230003,119.099998,116.330002,118.559998,334800,117.429321
2015-11-24,118.220001,120.480003,117.589996,120.089996,573400,118.944729
2015-11-25,120.540001,120.760002,119.620003,120.25,328800,119.103207
2015-11-27,120.230003,120.870003,119.150002,119.849998,170600,118.70702
2015-11-30,120.339996,121.029999,119.459999,120.010002,428100,118.865498
2015-12-01,117.889999,122.199997,117.889999,122.0,673800,120.836517
2015-12-02,121.559998,122.209999,120.099998,120.410004,396900,119.261684
2015-12-03,120.419998,120.800003,118.260002,119.139999,355900,118.003792
2015-12-04,119.480003,121.529999,119.480003,121.25,321100,120.09367
2015-12-07,120.809998,121.690002,120.080002,121.279999,434600,120.123383
2015-12-08,120.57,121.639999,119.709999,121.029999,398300,119.875767
2015-12-09,121.18,122.639999,119.720001,120.720001,559500,119.568726
2015-12-10,120.57,120.980003,118.040001,118.309998,503200,117.181705
2015-12-11,116.690002,117.800003,115.639999,116.120003,1034200,115.012596
2015-12-14,116.230003,117.379997,115.199997,116.32,1146200,115.210686
2015-12-15,117.639999,119.0,117.519997,118.18,534300,117.052948
2015-12-16,119.190002,121.160004,118.849998,120.949997,344300,119.796528
2015-12-17,120.809998,121.089996,118.080002,118.089996,356500,116.963802
2015-12-18,117.75,118.410004,115.839996,115.879997,609500,114.774879
2015-12-21,116.599998,117.410004,116.129997,117.230003,337600,116.112011
2015-12-22,117.910004,119.800003,117.080002,119.510002,292700,118.370266
2015-12-23,119.879997,120.050003,118.650002,119.660004,292400,119.076803
2015-12-24,119.449997,120.309998,119.239998,119.970001,82700,119.38529
2015-12-28,119.080002,120.400002,118.879997,120.349998,189900,119.763435
2015-12-29,121.339996,122.080002,120.470001,121.120003,156200,120.529687
2015-12-30,121.029999,122.089996,120.360001,120.620003,195800,120.032124
2015-12-31,120.260002,121.059998,119.599998,119.639999,232500,119.056897
2016-01-04,118.309998,118.360001,116.940002,118.029999,505500,117.454743
2016-01-05,118.400002,119.120003,117.730003,118.93,268100,118.350358
2016-01-06,117.150002,118.010002,116.370003,117.169998,450200,116.598934
2016-01-07,115.610001,116.989998,114.379997,116.589996,667600,116.021759
2016-01-08,116.989998,117.349998,116.18,116.339996,689500,115.772977
2016-01-11,117.279999,118.139999,116.599998,117.620003,457400,117.046745
2016-01-12,118.669998,119.57,117.349998,118.330002,630500,117.753284
2016-01-13,118.849998,118.919998,115.82,116.050003,675100,115.484397
2016-01-14,116.089996,117.800003,115.650002,117.199997,389000,116.628786
2016-01-15,114.93,115.730003,112.529999,115.309998,625600,114.747998
2016-01-19,116.080002,117.300003,112.239998,113.480003,692500,112.926923
2016-01-20,111.43,112.660004,109.730003,111.779999,695700,111.235204
2016-01-21,112.099998,113.900002,111.099998,111.75,591900,111.205351
2016-01-22,113.459999,114.959999,112.870003,114.07,411400,113.514044
2016-01-25,110.139999,111.309998,108.080002,110.400002,1261400,109.861933
2016-01-26,110.489998,112.480003,110.489998,111.870003,615400,111.324769
2016-01-27,111.690002,112.43,110.650002,111.519997,606000,110.976469
2016-01-28,112.43,113.040001,110.690002,112.190002,638600,111.643209
2016-01-29,113.150002,117.0,112.769997,116.959999,681600,116.389958
2016-02-01,116.389999,119.040001,115.360001,118.459999,836900,117.882647
2016-02-02,117.120003,117.75,116.230003,117.220001,445500,116.648693
2016-02-03,117.760002,120.599998,116.889999,120.599998,603800,120.012217
2016-02-04,119.989998,122.379997,119.889999,121.279999,551400,120.688903
2016-02-05,121.279999,121.690002,117.75,119.379997,694200,118.798162
2016-02-08,117.959999,118.400002,115.599998,116.610001,591900,116.041665
2016-02-09,115.209999,117.290001,115.18,116.830002,746300,116.260594
2016-02-10,116.809998,119.75,114.32,115.330002,1069900,114.767905
2016-02-11,100.5,105.300003,97.239998,100.489998,4519000,100.000228
2016-02-12,101.0,107.809998,101.0,106.75,1957000,106.229721
2016-02-16,105.68,108.040001,104.480003,106.540001,1101800,106.020745
2016-02-17,107.5,108.839996,105.889999,106.080002,1026400,105.562988
2016-02-18,106.300003,107.010002,104.349998,105.389999,721100,104.876348
2016-02-19,105.339996,105.550003,104.040001,105.400002,768400,104.886302
2016-02-22,106.269997,107.540001,105.199997,105.279999,1020800,104.766884
2016-02-23,104.360001,105.139999,102.769997,103.419998,566100,102.915949
2016-02-24,102.639999,106.82,102.309998,106.209999,1027800,105.692351
2016-02-25,106.25,106.730003,104.199997,105.019997,550800,104.508149
2016-02-26,105.5,105.75,103.849998,104.120003,691700,103.612541
2016-02-29,104.150002,105.389999,103.260002,103.290001,598800,102.786585
2016-03-01,104.32,107.290001,104.059998,106.620003,664800,106.100357
2016-03-02,105.809998,106.480003,104.589996,105.82,592300,105.304253
2016-03-03,105.940002,106.089996,104.599998,105.150002,764300,104.63752
2016-03-04,105.540001,106.849998,104.93,106.410004,549100,105.891381
2016-03-07,105.93,107.400002,105.699997,106.43,695700,105.91128
2016-03-08,105.269997,109.18,104.93,107.169998,1129500,106.647672
2016-03-09,107.260002,107.980003,106.110001,107.5,563500,106.976065
2016-03-10,108.0,108.989998,106.589996,107.68,480200,107.155188
2016-03-11,109.07,110.620003,108.269997,109.980003,435900,109.443981
2016-03-14,109.360001,111.330002,109.18,110.330002,412700,109.792274
2016-03-15,110.050003,110.760002,109.529999,110.300003,513700,109.762422
2016-03-16,109.699997,111.959999,109.699997,111.449997,345000,110.906811
2016-03-17,111.57,113.029999,110.910004,112.879997,403300,112.329841
2016-03-18,113.160004,115.120003,112.839996,113.68,962400,113.125945
2016-03-21,113.68,114.129997,112.809998,113.940002,490300,113.38468
2016-03-22,113.860001,115.330002,111.830002,114.900002,596300,114.34
2016-03-23,113.910004,114.489998,112.809998,113.629997,405200,113.629997
2016-03-24,112.589996,113.779999,111.739998,113.239998,671800,113.239998
2016-03-28,113.400002,114.120003,113.309998,113.839996,239400,113.839996
2016-03-29,113.360001,114.900002,112.910004,114.790001,359900,114.790001
2016-03-30,115.419998,116.18,114.209999,114.580002,454300,114.580002
2016-03-31,114.669998,115.110001,113.389999,113.769997,379800,113.769997
2016-04-01,113.190002,116.510002,112.949997,116.379997,478300,116.379997
2016-04-04,116.440002,116.440002,114.650002,115.849998,454400,115.849998
2016-04-05,115.040001,116.279999,114.760002,115.339996,556500,115.339996
2016-04-06,115.599998,118.139999,115.410004,118.07,499800,118.07
2016-04-07,117.25,118.07,116.370003,116.639999,607200,116.639999
2016-04-08,117.75,118.940002,117.169998,117.699997,263000,117.699997
2016-04-11,118.199997,118.470001,117.18,117.389999,292400,117.389999
2016-04-12,117.629997,118.889999,117.379997,118.529999,550600,118.529999
2016-04-13,119.360001,120.050003,118.779999,119.980003,757500,119.980003
2016-04-14,120.129997,120.309998,119.089996,119.309998,485700,119.309998
2016-04-15,119.309998,120.279999,119.099998,119.989998,723000,119.989998
2016-04-18,119.230003,121.489998,118.970001,121.239998,373700,121.239998
2016-04-19,121.900002,123.43,121.330002,122.279999,559500,122.279999
2016-04-20,121.75,122.400002,119.32,120.0,782900,120.0
2016-04-21,120.440002,120.730003,119.25,120.150002,405700,120.150002
2016-04-22,120.300003,120.959999,119.410004,120.82,386700,120.82
2016-04-25,120.220001,120.330002,119.32,120.110001,402100,120.110001
2016-04-26,120.169998,121.239998,119.639999,120.370003,374500,120.370003
2016-04-27,120.519997,120.910004,119.779999,120.269997,225500,120.269997
2016-04-28,119.25,120.540001,118.919998,119.480003,285800,119.480003
2016-04-29,119.279999,119.68,118.300003,119.470001,318200,119.470001
2016-05-02,119.760002,120.349998,119.339996,119.809998,436500,119.809998
2016-05-03,118.779999,119.610001,118.269997,119.360001,337300,119.360001
2016-05-04,118.919998,120.43,118.480003,118.639999,406900,118.639999
2016-05-05,119.279999,119.849998,118.360001,118.620003,308600,118.620003
2016-05-06,118.199997,118.690002,117.07,118.589996,614600,118.589996
2016-05-09,118.68,119.980003,118.419998,119.889999,761200,119.889999
2016-05-10,122.0,127.529999,121.019997,126.239998,1845500,126.239998
2016-05-11,126.019997,126.639999,123.57,123.620003,803800,123.620003
2016-05-12,124.239998,126.330002,123.769997,126.160004,789400,126.160004
2016-05-13,125.889999,126.790001,125.510002,126.25,738000,126.25
2016-05-16,126.169998,128.130005,126.160004,127.800003,745700,127.800003
2016-05-17,127.089996,127.690002,126.379997,127.5,1067700,127.5
2016-05-18,127.0,127.809998,126.209999,126.629997,1041100,126.629997
2016-05-19,126.5,128.130005,125.760002,128.0,442300,128.0
2016-05-20,128.639999,129.179993,127.459999,128.029999,584200,128.029999
2016-05-23,127.790001,128.089996,126.800003,127.919998,329200,127.919998
2016-05-24,128.149994,128.470001,126.540001,128.25,404800,128.25
2016-05-25,128.309998,129.339996,128.309998,129.0,275100,129.0
2016-05-26,129.050003,129.300003,128.639999,128.929993,448900,128.929993
2016-05-27,128.919998,129.369995,128.160004,129.339996,254500,129.339996
2016-05-31,129.210007,129.449997,128.029999,129.0,485600,129.0
2016-06-01,129.0,129.419998,128.210007,128.919998,615400,128.919998
2016-06-02,128.820007,128.820007,127.68,128.710007,446800,128.710007
2016-06-03,128.490005,128.710007,127.279999,128.330002,580800,128.330002
2016-06-06,128.880005,129.639999,128.279999,128.839996,495100,128.839996
2016-06-07,129.100006,130.169998,128.570007,129.529999,314800,129.529999
2016-06-08,129.759995,131.300003,128.839996,131.009995,380700,131.009995
2016-06-09,130.160004,130.600006,129.5,129.800003,482300,129.800003
2016-06-10,129.020004,129.229996,127.5,128.759995,726100,128.759995
2016-06-13,128.490005,128.580002,127.290001,127.339996,401900,127.339996
