Date,Open_CMI,High_CMI,Low_CMI,Close_CMI,Volume_CMI,AdjClose_CMI
2015-01-05,145.210007,145.440002,140.869995,141.460007,2443200,134.925915
2015-01-06,141.889999,143.619995,139.699997,142.25,2927000,135.679418
2015-01-07,143.649994,144.020004,140.860001,142.929993,1698200,136.328002
2015-01-08,145.399994,146.759995,144.009995,145.820007,1555800,139.084526
2015-01-09,146.429993,146.619995,143.279999,143.600006,1169100,136.967067
2015-01-12,143.279999,143.279999,141.029999,142.559998,953600,135.975097
2015-01-13,143.720001,144.440002,140.25,141.339996,1346100,134.811448
2015-01-14,139.220001,142.449997,139.220001,142.399994,2239800,135.822484
2015-01-15,142.399994,144.199997,141.360001,141.520004,1733100,134.983141
2015-01-16,141.699997,142.210007,139.759995,140.860001,2251500,134.353624
2015-01-20,141.559998,142.5,140.520004,142.029999,1694600,135.469579
2015-01-21,141.270004,145.089996,141.240005,144.729996,1726800,138.044862
2015-01-22,146.470001,148.039993,144.729996,147.330002,1605700,140.524773
2015-01-23,146.479996,147.029999,144.699997,145.850006,1240300,139.113139
2015-01-26,146.580002,147.990005,145.550003,147.850006,1265400,141.020758
2015-01-27,143.330002,143.759995,140.029999,142.270004,3628100,135.698499
2015-01-28,143.279999,144.179993,141.479996,141.619995,1797600,135.078514
2015-01-29,141.990005,142.789993,139.889999,142.699997,1630400,136.10863
2015-01-30,141.100006,141.610001,139.309998,139.460007,2456500,133.018296
2015-02-02,139.860001,143.339996,138.899994,143.009995,1886500,136.404308
2015-02-03,143.75,145.589996,143.740005,145.550003,2136400,138.826993
2015-02-04,145.050003,145.429993,143.570007,144.160004,1990200,137.501198
2015-02-05,138.410004,139.880005,135.350006,138.110001,4435300,131.730647
2015-02-06,138.210007,138.399994,135.559998,135.860001,2964500,129.584575
2015-02-09,135.089996,136.350006,134.070007,134.399994,3246300,128.192007
2015-02-10,134.899994,135.240005,133.5,134.960007,2189900,128.726153
2015-02-11,134.990005,135.410004,134.240005,135.119995,1804600,128.878751
2015-02-12,135.479996,136.779999,135.350006,136.630005,1752600,130.319013
2015-02-13,136.75,139.360001,136.649994,139.039993,1938800,133.379124
2015-02-17,139.119995,139.479996,137.960007,138.979996,1241500,133.321569
2015-02-18,138.610001,141.089996,138.449997,140.179993,1263400,134.472709
2015-02-19,139.940002,141.679993,139.619995,140.800003,1595600,135.067477
2015-02-20,140.630005,142.880005,139.619995,142.550003,1934700,136.746227
2015-02-23,142.020004,142.5,140.729996,141.559998,1315600,135.796529
2015-02-24,141.559998,142.490005,141.429993,141.789993,1117100,136.01716
2015-02-25,142.119995,142.800003,141.699997,142.179993,1260600,136.391281
2015-02-26,142.550003,143.020004,141.800003,142.229996,1723500,136.439249
2015-02-27,142.229996,142.820007,141.029999,142.229996,1906100,136.439249
2015-03-02,142.229996,143.460007,141.699997,143.429993,1894600,137.590389
2015-03-03,144.600006,146.130005,144.259995,145.360001,6469800,139.441819
2015-03-04,145.050003,145.330002,142.580002,143.949997,2853800,138.089222
2015-03-05,143.520004,143.919998,142.199997,142.270004,2104900,136.477628
2015-03-06,141.199997,142.509995,139.919998,140.419998,1736900,134.702943
2015-03-09,140.300003,141.179993,139.800003,140.949997,1193200,135.211364
2015-03-10,139.199997,139.360001,138.070007,138.259995,1453800,132.630882
2015-03-11,138.619995,138.639999,136.880005,137.369995,996000,131.777118
2015-03-12,138.759995,140.130005,137.850006,140.039993,1547000,134.33841
2015-03-13,139.550003,139.580002,137.100006,139.270004,1390300,133.59977
2015-03-16,140.25,141.020004,139.880005,140.5,1251300,134.779688
2015-03-17,139.5,139.740005,138.5,138.699997,1339900,133.05297
2015-03-18,137.899994,140.160004,136.550003,139.830002,1767000,134.136968
2015-03-19,139.039993,139.039993,136.850006,137.449997,1239300,131.853862
2015-03-20,137.899994,138.820007,137.570007,138.399994,1535000,132.765181
2015-03-23,138.770004,139.449997,137.960007,138.380005,873900,132.746006
2015-03-24,139.610001,140.059998,138.559998,138.940002,948300,133.283204
2015-03-25,139.179993,139.429993,136.720001,136.759995,1072400,131.191953
2015-03-26,136.460007,137.830002,136.190002,136.779999,1191600,131.211143
2015-03-27,137.110001,137.679993,136.029999,137.460007,807400,131.863465
2015-03-30,137.880005,140.490005,137.880005,140.139999,916100,134.434344
2015-03-31,139.0,139.119995,138.089996,138.639999,1099600,132.995415
2015-04-01,138.429993,138.460007,136.820007,137.020004,1043500,131.441376
2015-04-02,137.520004,139.419998,136.300003,136.820007,2380400,131.249522
2015-04-06,136.75,138.600006,136.089996,137.880005,1291100,132.266363
2015-04-07,138.160004,138.360001,136.529999,136.759995,1427200,131.191953
2015-04-08,135.800003,136.479996,134.550003,135.0,2099500,129.503615
2015-04-09,134.619995,135.600006,133.610001,134.179993,3031000,128.716993
2015-04-10,134.779999,136.669998,134.679993,136.550003,1874100,130.990511
2015-04-13,136.419998,137.119995,135.529999,136.0,894000,130.462901
2015-04-14,135.75,136.839996,134.509995,136.440002,1265200,130.884989
2015-04-15,134.960007,137.759995,134.960007,137.240005,1369200,131.652421
2015-04-16,136.710007,137.240005,135.770004,136.339996,1475700,130.789054
2015-04-17,135.149994,135.5,133.380005,133.839996,1729200,128.390839
2015-04-20,134.770004,136.0,134.669998,135.149994,1653700,129.647502
2015-04-21,135.850006,136.570007,134.699997,136.029999,1210200,130.491678
2015-04-22,136.460007,137.179993,135.169998,136.929993,1152000,131.35503
2015-04-23,137.119995,137.779999,135.589996,136.449997,1461000,130.894576
2015-04-24,136.399994,137.0,135.210007,136.5,1612100,130.942544
2015-04-27,136.770004,139.380005,136.770004,139.25,2156600,133.58058
2015-04-28,136.509995,137.5,135.119995,137.25,2977700,131.662008
2015-04-29,136.779999,138.619995,135.850006,138.029999,1837200,132.41025
2015-04-30,137.570007,138.929993,136.649994,138.259995,1838000,132.630882
2015-05-01,139.320007,141.690002,139.0,141.130005,2364400,135.384043
2015-05-04,141.059998,142.270004,140.759995,141.089996,1950200,135.345663
2015-05-05,140.830002,141.839996,139.220001,139.270004,2341900,133.59977
2015-05-06,140.009995,140.380005,138.720001,139.320007,1616400,133.647737
2015-05-07,138.919998,140.25,138.389999,139.910004,1047400,134.213713
2015-05-08,140.910004,141.5,140.149994,140.660004,1302000,134.933177
2015-05-11,140.75,142.279999,140.470001,141.759995,1187900,135.988383
2015-05-12,141.309998,142.100006,140.619995,141.229996,1108100,135.479962
2015-05-13,141.860001,142.860001,141.630005,142.309998,1250400,136.515993
2015-05-14,142.990005,143.399994,142.399994,143.220001,1054700,137.388947
2015-05-15,143.139999,143.210007,141.479996,142.770004,1088800,136.957271
2015-05-18,142.860001,143.320007,142.089996,143.210007,908900,137.379359
2015-05-19,142.25,142.350006,139.600006,140.550003,1404000,135.566025
2015-05-20,140.649994,141.440002,140.229996,140.970001,826800,135.97113
2015-05-21,141.0,142.389999,140.800003,141.929993,846700,136.89708
2015-05-22,141.740005,142.460007,141.300003,141.880005,811200,136.848864
2015-05-26,141.470001,141.940002,139.649994,140.419998,1495300,135.44063
2015-05-27,141.0,141.619995,140.350006,140.479996,1446900,135.4985
2015-05-28,140.0,140.289993,138.740005,139.25,1163500,134.312121
2015-05-29,138.979996,139.0,135.490005,135.550003,2226900,130.743328
2015-06-01,136.139999,136.229996,134.630005,135.220001,1418800,130.425028
2015-06-02,135.009995,136.850006,134.970001,135.759995,1370300,130.945873
2015-06-03,136.350006,136.470001,134.75,135.570007,1425900,130.762623
2015-06-04,134.580002,136.169998,134.089996,136.169998,2737300,131.341338
2015-06-05,136.149994,136.820007,135.550003,136.190002,1555400,131.360633
2015-06-08,135.869995,136.25,135.410004,135.470001,1293700,130.666163
2015-06-09,135.580002,136.580002,135.330002,135.910004,1040800,131.090563
2015-06-10,136.779999,137.710007,135.880005,137.160004,955800,132.296237
2015-06-11,137.070007,137.990005,136.850006,137.850006,992900,132.961772
2015-06-12,137.410004,137.850006,136.740005,137.119995,684600,132.257647
2015-06-15,136.020004,136.570007,135.179993,135.850006,1058500,131.032693
2015-06-16,135.509995,135.919998,135.160004,135.419998,859500,130.617933
2015-06-17,135.479996,136.179993,134.869995,135.779999,1005800,130.965168
2015-06-18,136.539993,137.419998,136.020004,136.460007,1181700,131.621062
2015-06-19,136.350006,136.960007,135.800003,136.139999,1341300,131.312403
2015-06-22,136.800003,136.889999,135.110001,135.699997,987100,130.888003
2015-06-23,135.800003,136.0,135.289993,135.660004,1488900,130.849428
2015-06-24,135.389999,136.979996,134.990005,135.179993,1581800,130.386438
2015-06-25,135.699997,136.139999,134.089996,134.089996,1340200,129.335094
2015-06-26,134.289993,134.589996,133.360001,133.539993,1663400,128.804594
2015-06-29,132.720001,132.960007,130.770004,131.139999,1480900,126.489705
2015-06-30,132.339996,132.779999,131.039993,131.190002,1424300,126.537935
2015-07-01,132.339996,132.619995,130.5,131.089996,1203800,126.441475
2015-07-02,131.850006,132.0,130.279999,131.360001,968600,126.701905
2015-07-06,130.0,131.649994,129.809998,130.830002,1174400,126.1907
2015-07-07,130.800003,131.610001,129.600006,131.490005,1442800,126.8273
2015-07-08,130.309998,130.550003,128.619995,129.059998,1708100,124.483461
2015-07-09,130.570007,131.440002,127.559998,127.769997,2232700,123.239205
2015-07-10,128.949997,129.350006,127.800003,128.740005,974400,124.174816
2015-07-13,129.5,130.419998,128.830002,130.190002,944100,125.573396
2015-07-14,130.169998,130.899994,129.520004,129.869995,921600,125.264736
2015-07-15,130.479996,130.910004,129.580002,129.910004,1561500,125.303326
2015-07-16,131.0,131.279999,130.110001,130.389999,1025100,125.766301
2015-07-17,130.0,130.100006,126.790001,128.190002,1508600,123.644317
2015-07-20,128.190002,129.559998,128.139999,128.970001,1575700,124.396656
2015-07-21,128.5,130.179993,128.080002,128.619995,1111000,124.059062
2015-07-22,128.509995,128.919998,126.839996,127.230003,1395900,122.71836
2015-07-23,126.510002,127.839996,126.5,126.970001,1343500,122.467577
2015-07-24,126.68,126.889999,123.559998,124.370003,2381200,119.959776
2015-07-27,123.779999,125.18,123.139999,123.779999,3261100,119.390694
2015-07-28,129.240005,129.460007,127.010002,128.0,3073200,123.461052
2015-07-29,127.949997,130.470001,127.800003,130.270004,2005300,125.650561
2015-07-30,129.970001,130.149994,128.059998,129.800003,1922000,125.197226
2015-07-31,130.350006,130.470001,129.190002,129.529999,1351800,124.936796
2015-08-03,129.419998,129.970001,128.039993,128.610001,1848400,124.049422
2015-08-04,127.5,127.989998,125.589996,126.0,2113400,121.531973
2015-08-05,127.57,129.0,127.540001,127.839996,1315400,123.306722
2015-08-06,127.860001,128.289993,126.669998,127.18,1092200,122.67013
2015-08-07,126.949997,127.730003,126.599998,126.879997,901100,122.380765
2015-08-10,128.25,131.080002,127.720001,130.929993,1682400,126.287146
2015-08-11,129.300003,129.520004,127.239998,127.980003,1535500,123.441764
2015-08-12,126.989998,129.419998,125.93,129.059998,2129900,124.483461
2015-08-13,128.589996,128.970001,127.410004,128.389999,1206500,123.837222
2015-08-14,127.940002,128.830002,127.720001,128.050003,1003100,123.509282
2015-08-17,127.519997,129.169998,126.669998,128.610001,898700,124.049422
2015-08-18,128.039993,128.550003,127.709999,128.039993,934200,123.499627
2015-08-19,126.68,128.589996,125.550003,127.440002,2466900,123.86411
2015-08-20,126.660004,127.019997,124.040001,124.080002,1893700,120.598389
2015-08-21,123.519997,123.540001,119.730003,119.75,2733900,116.389884
2015-08-24,113.010002,120.32,112.0,116.839996,3052700,113.561533
2015-08-25,119.620003,120.580002,114.760002,114.870003,2391000,111.646817
2015-08-26,117.230003,118.779999,114.879997,118.730003,2706200,115.398508
2015-08-27,119.839996,123.669998,119.730003,122.599998,2401000,119.159913
2015-08-28,122.040001,123.510002,121.410004,122.269997,1323600,118.839171
2015-08-31,122.769997,122.919998,121.029999,121.75,1406900,118.333765
2015-09-01,119.139999,121.43,118.900002,120.309998,3146400,116.934168
2015-09-02,121.5,121.949997,119.0,120.900002,1329800,117.507617
2015-09-03,121.300003,121.330002,119.610001,120.029999,1458700,116.662026
2015-09-04,117.629997,119.059998,117.489998,118.0,1162400,114.688988
2015-09-08,119.870003,120.0,119.269997,119.82,1404000,116.45792
2015-09-09,121.0,121.410004,118.720001,118.989998,1282500,115.651207
2015-09-10,118.699997,120.07,118.349998,119.019997,1106700,115.680364
2015-09-11,118.980003,120.5,118.470001,120.489998,1399700,117.109118
2015-09-14,119.949997,120.019997,118.690002,119.019997,880800,115.680364
2015-09-15,119.5,121.959999,118.790001,121.730003,1115800,118.31433
2015-09-16,121.720001,123.059998,121.040001,122.839996,1401000,119.393177
2015-09-17,121.949997,122.25,119.760002,120.169998,2048100,116.798097
2015-09-18,118.580002,118.589996,115.160004,115.239998,3203900,112.00643
2015-09-21,116.0,116.050003,114.32,114.82,2505600,111.598217
2015-09-22,112.330002,113.379997,110.860001,113.269997,2971100,110.091706
2015-09-23,113.300003,113.760002,111.779999,112.220001,1789400,109.071173
2015-09-24,109.889999,111.940002,108.269997,111.169998,2609800,108.050632
2015-09-25,111.099998,111.650002,109.879997,110.519997,2485500,107.418869
2015-09-28,108.970001,109.360001,106.709999,106.839996,2338000,103.842128
2015-09-29,106.949997,109.839996,106.839996,108.099998,2254000,105.066775
2015-09-30,109.019997,109.379997,106.699997,108.580002,2377800,105.53331
2015-10-01,108.5,109.139999,104.760002,105.400002,2456800,102.442538
2015-10-02,104.220001,108.540001,103.029999,107.959999,3303000,104.930704
2015-10-05,108.760002,111.989998,108.160004,111.760002,2199200,108.624081
2015-10-06,110.940002,113.230003,110.529999,112.169998,1600300,109.022573
2015-10-07,112.730003,114.599998,111.07,112.529999,1753400,109.372472
2015-10-08,112.589996,114.860001,112.040001,114.269997,1439200,111.063646
2015-10-09,114.489998,115.370003,112.879997,113.089996,1784200,109.916756
2015-10-12,113.32,113.709999,111.790001,111.980003,1541200,108.837909
2015-10-13,111.099998,112.07,109.949997,109.980003,1796200,106.894028
2015-10-14,110.080002,110.290001,108.620003,109.370003,1733700,106.301144
2015-10-15,109.769997,109.970001,107.510002,109.160004,2621100,106.097037
2015-10-16,109.260002,109.519997,107.410004,108.709999,2793800,105.659659
2015-10-19,108.220001,109.0,107.839996,108.57,2267900,105.523588
2015-10-20,107.230003,110.459999,107.150002,109.489998,2205500,106.417772
2015-10-21,110.059998,110.440002,107.860001,108.589996,1653900,105.543024
2015-10-22,108.860001,112.730003,108.599998,111.82,2559000,108.682395
2015-10-23,113.389999,114.519997,112.110001,112.839996,2090600,109.673771
2015-10-26,112.839996,113.489998,111.879997,112.099998,1537400,108.954537
2015-10-27,100.75,104.440002,100.610001,102.349998,8068400,99.478117
2015-10-28,101.099998,103.769997,99.760002,103.230003,4999900,100.333429
2015-10-29,102.510002,104.360001,102.459999,103.400002,3038100,100.498657
2015-10-30,103.550003,104.18,102.5,103.510002,3148600,100.605571
2015-11-02,103.489998,107.580002,103.209999,106.860001,2672500,103.861571
2015-11-03,106.860001,108.400002,106.040001,107.400002,2527000,104.386419
2015-11-04,107.050003,108.519997,105.019997,106.760002,2504600,103.764378
2015-11-05,106.489998,107.25,105.269997,106.5,2480600,103.511671
2015-11-06,105.860001,106.68,105.050003,106.480003,1504000,103.492236
2015-11-09,106.260002,106.489998,103.779999,105.199997,2514900,102.248146
2015-11-10,104.889999,105.889999,102.25,103.730003,3966700,100.819399
2015-11-11,103.519997,103.910004,99.870003,100.080002,3850100,97.271815
2015-11-12,99.660004,100.199997,97.769997,97.830002,2681600,95.084948
2015-11-13,97.68,99.529999,97.410004,98.669998,1910700,95.901375
2015-11-16,98.620003,100.279999,98.169998,99.129997,2297400,96.348467
2015-11-17,99.480003,99.82,97.699997,97.900002,2686600,95.152984
2015-11-18,97.860001,98.599998,97.68,98.349998,1816800,96.551929
2015-11-19,98.150002,98.860001,97.739998,98.57,1485300,96.767908
2015-11-20,98.709999,100.199997,98.459999,98.699997,1936100,96.895529
2015-11-23,98.800003,99.75,97.809998,98.139999,1419000,96.345769
2015-11-24,97.860001,99.150002,97.410004,98.68,2055800,96.875898
2015-11-25,99.559998,100.300003,98.980003,99.57,1479300,97.749626
2015-11-27,99.82,100.139999,99.129997,99.739998,536400,97.916516
2015-11-30,99.919998,101.209999,99.610001,100.370003,2341100,98.535003
2015-12-01,96.580002,96.870003,91.919998,92.410004,13064100,90.720531
2015-12-02,92.209999,95.349998,92.169998,94.849998,9087400,93.115917
2015-12-03,93.959999,93.980003,91.800003,92.480003,5274800,90.789251
2015-12-04,92.449997,92.739998,91.650002,92.5,4127800,90.808882
2015-12-07,91.839996,92.470001,91.150002,91.410004,2810000,89.738814
2015-12-08,90.25,90.989998,89.730003,90.18,3664700,88.531298
2015-12-09,89.690002,91.099998,89.440002,89.919998,3428200,88.276049
2015-12-10,90.209999,90.260002,89.480003,90.160004,3224900,88.511667
2015-12-11,88.82,89.169998,87.349998,87.610001,3009600,86.008284
2015-12-14,87.459999,87.879997,86.110001,86.830002,2796700,85.242545
2015-12-15,87.059998,87.540001,86.580002,87.099998,3017400,85.507605
2015-12-16,87.879997,88.519997,86.709999,87.360001,3638700,85.762854
2015-12-17,87.010002,87.57,85.93,85.959999,2351600,84.388448
2015-12-18,85.849998,86.589996,85.18,85.209999,3604400,83.65216
2015-12-21,85.970001,86.410004,84.989998,85.389999,1804000,83.828869
2015-12-22,85.599998,88.309998,85.510002,87.410004,2811500,85.811943
2015-12-23,87.900002,89.940002,87.669998,89.559998,2707900,87.92263
2015-12-24,89.559998,89.959999,89.169998,89.300003,565200,87.667389
2015-12-28,89.120003,89.519997,88.290001,89.269997,1848200,87.637931
2015-12-29,89.599998,90.160004,89.400002,89.849998,1765500,88.207329
2015-12-30,89.239998,90.129997,89.18,89.18,1825300,87.54958
2015-12-31,88.849998,89.489998,88.0,88.010002,1458600,86.400972
2016-01-04,86.75,90.150002,86.0,89.970001,3673900,88.325138
2016-01-05,90.050003,90.239998,87.980003,89.089996,2660200,87.461221
2016-01-06,88.330002,90.239998,87.949997,88.68,2486000,87.058721
2016-01-07,87.029999,88.18,86.709999,87.190002,2772900,85.595964
2016-01-08,87.870003,88.160004,85.559998,86.019997,3023800,84.447349
2016-01-11,86.589996,86.809998,84.629997,85.419998,3362200,83.85832
2016-01-12,86.349998,86.849998,85.220001,86.629997,2417800,85.046197
2016-01-13,86.870003,88.57,84.739998,84.900002,2468200,83.34783
2016-01-14,85.220001,87.389999,84.0,86.68,2078600,85.095286
2016-01-15,84.110001,84.739998,83.120003,84.349998,2838700,82.807882
2016-01-19,85.449997,85.690002,82.739998,83.519997,2055200,81.993055
2016-01-20,81.889999,85.230003,79.879997,84.239998,3587600,82.699892
2016-01-21,84.580002,87.290001,84.290001,86.019997,2612300,84.447349
2016-01-22,87.419998,89.230003,85.690002,86.410004,2296500,84.830225
2016-01-25,85.0,86.089996,84.019997,84.050003,1857900,82.513371
2016-01-26,84.470001,85.940002,83.529999,85.379997,2569100,83.81905
2016-01-27,85.300003,86.440002,84.160004,85.209999,1752300,83.65216
2016-01-28,86.510002,87.489998,85.330002,86.949997,2089000,85.360346
2016-01-29,87.040001,89.949997,87.040001,89.889999,2575700,88.246599
2016-02-01,88.940002,91.629997,88.019997,91.169998,2446400,89.503196
2016-02-02,89.550003,90.400002,88.32,88.970001,2195100,87.34342
2016-02-03,89.199997,91.040001,86.830002,90.660004,2924200,89.002525
2016-02-04,91.18,97.970001,90.830002,97.57,5691400,95.78619
2016-02-05,96.080002,99.919998,95.029999,99.0,3902600,97.190047
2016-02-08,97.910004,100.230003,96.82,98.43,3385600,96.630468
2016-02-09,98.410004,101.190002,98.410004,99.699997,3516100,97.877246
2016-02-10,100.580002,100.790001,95.709999,96.330002,4032600,94.568863
2016-02-11,95.050003,98.160004,93.5,95.25,2729300,93.508606
2016-02-12,96.449997,98.370003,94.959999,97.010002,2299500,95.236431
2016-02-16,98.459999,99.760002,96.389999,99.139999,2228700,97.327487
2016-02-17,99.099998,100.389999,97.169998,97.529999,3140400,96.697903
2016-02-18,97.879997,98.699997,95.650002,97.199997,2624500,96.370717
2016-02-19,96.470001,97.120003,95.010002,96.589996,2366700,95.76592
2016-02-22,97.949997,99.169998,97.510002,98.529999,1885700,97.689371
2016-02-23,98.480003,98.910004,96.739998,97.529999,2186500,96.697903
2016-02-24,96.080002,96.43,93.269997,96.129997,2676300,95.309846
2016-02-25,96.489998,97.739998,95.589996,97.699997,1575700,96.866451
2016-02-26,98.669998,98.800003,97.260002,97.660004,1567600,96.826799
2016-02-29,97.800003,98.720001,97.489998,97.57,1542400,96.737563
2016-03-01,98.940002,100.639999,97.099998,100.260002,2177200,99.404615
2016-03-02,99.809998,100.160004,98.07,99.459999,2313100,98.611437
2016-03-03,99.230003,102.989998,99.010002,101.25,2768400,100.386166
2016-03-04,101.730003,103.660004,100.309998,102.239998,3618100,101.367718
2016-03-07,102.239998,105.940002,102.0,105.07,2359500,104.173575
2016-03-08,104.0,104.0,99.300003,101.779999,3860000,100.911643
2016-03-09,102.059998,103.050003,100.43,102.07,1675800,101.19917
2016-03-10,102.110001,103.110001,100.75,102.790001,2403800,101.913029
2016-03-11,103.43,104.809998,103.230003,104.0,2113900,103.112704
2016-03-14,103.550003,105.480003,103.300003,105.120003,2359800,104.223152
2016-03-15,104.0,104.620003,103.290001,104.580002,1697500,103.687758
2016-03-16,104.419998,106.800003,103.919998,106.379997,1998000,105.472396
2016-03-17,105.75,110.389999,105.5,109.580002,2964900,108.645099
2016-03-18,109.940002,111.290001,108.099998,110.089996,4658600,109.150743
2016-03-21,109.830002,110.989998,109.419998,110.610001,1708300,109.66631
2016-03-22,110.110001,110.589996,109.220001,109.449997,1542500,108.516204
2016-03-23,108.949997,109.32,107.660004,107.739998,2261400,106.820794
2016-03-24,106.669998,107.419998,104.839996,107.400002,1729000,106.483698
2016-03-28,107.839996,108.769997,106.599998,108.440002,1276900,107.514826
2016-03-29,107.360001,110.129997,107.050003,109.93,1465300,108.992112
2016-03-30,110.830002,111.160004,108.379997,109.309998,1507800,108.377399
2016-03-31,109.199997,110.290001,108.900002,109.940002,1752500,109.002028
2016-04-01,108.480003,110.389999,106.970001,110.120003,1670800,109.180493
2016-04-04,110.110001,110.709999,108.68,109.089996,1347800,108.159274
2016-04-05,107.489998,109.360001,106.629997,108.019997,1993100,107.098404
2016-04-06,107.07,107.5,104.300003,106.43,3396300,105.521973
2016-04-07,105.510002,106.400002,104.830002,105.089996,2275100,104.193401
2016-04-08,106.110001,108.300003,105.839996,106.279999,1328200,105.373251
2016-04-11,106.830002,108.139999,106.209999,106.260002,1397500,105.353425
2016-04-12,106.690002,108.190002,106.129997,107.800003,1078500,106.880287
2016-04-13,108.959999,113.769997,108.760002,113.699997,4132800,112.729944
2016-04-14,113.510002,115.169998,112.739998,114.57,2463200,113.592524
2016-04-15,115.0,115.610001,114.150002,115.32,2056100,114.336125
2016-04-18,115.339996,117.68,114.550003,116.660004,2656300,115.664697
2016-04-19,116.459999,118.739998,116.349998,117.75,2515900,116.745394
2016-04-20,117.75,118.019997,116.120003,116.610001,1688900,115.61512
2016-04-21,115.360001,116.639999,114.610001,115.139999,1744800,114.157661
2016-04-22,114.669998,116.610001,114.610001,116.110001,2773500,115.119386
2016-04-25,115.860001,116.0,114.169998,114.910004,1544300,113.929627
2016-04-26,115.699997,116.489998,115.150002,116.18,2273200,115.188789
2016-04-27,116.559998,117.050003,115.629997,116.720001,3115200,115.724182
2016-04-28,116.519997,118.470001,115.839996,116.610001,1822000,115.61512
2016-04-29,117.019997,118.639999,115.790001,117.029999,1784000,116.031535
2016-05-02,117.389999,117.879997,115.660004,116.529999,2519200,115.535801
2016-05-03,115.269997,120.0,114.379997,118.599998,3673000,117.58814
2016-05-04,118.540001,118.550003,112.940002,114.440002,3751300,113.463636
2016-05-05,114.900002,115.330002,113.559998,113.889999,1253400,112.918325
2016-05-06,113.190002,115.059998,112.860001,114.989998,1137800,114.008939
2016-05-09,114.07,114.07,111.769997,112.419998,1943900,111.460866
2016-05-10,112.940002,114.949997,112.339996,114.779999,2223400,113.800731
2016-05-11,114.790001,115.93,113.879997,114.720001,1927700,113.741246
2016-05-12,115.349998,116.0,113.800003,114.389999,1552400,113.414059
2016-05-13,114.589996,115.269997,111.68,111.790001,1916100,110.836243
2016-05-16,112.0,114.809998,112.0,114.190002,1414200,113.215769
2016-05-17,114.0,115.989998,113.559998,114.279999,1471300,113.304997
2016-05-18,112.449997,113.300003,110.050003,110.669998,2082200,110.669998
2016-05-19,110.330002,110.760002,106.260002,108.080002,2951000,108.080002
2016-05-20,108.489998,109.599998,108.059998,108.209999,1317600,108.209999
2016-05-23,108.099998,109.360001,107.330002,108.160004,864100,108.160004
2016-05-24,108.57,109.989998,108.360001,109.709999,1160400,109.709999
2016-05-25,110.550003,113.449997,110.160004,113.169998,2029100,113.169998
2016-05-26,113.739998,114.849998,113.360001,113.5,1746000,113.5
2016-05-27,113.419998,114.489998,112.839996,113.239998,1412200,113.239998
2016-05-31,113.25,115.32,113.019997,114.470001,1723300,114.470001
2016-06-01,113.989998,114.150002,112.199997,114.129997,1398000,114.129997
2016-06-02,113.959999,115.129997,113.099998,115.129997,1583200,115.129997
2016-06-03,114.93,114.93,112.709999,113.639999,1586000,113.639999
2016-06-06,114.139999,116.43,113.669998,116.300003,1458300,116.300003
2016-06-07,116.5,117.82,116.019997,117.150002,974000,117.150002
2016-06-08,118.0,119.910004,118.0,118.870003,1610900,118.870003
2016-06-09,117.699997,118.790001,117.300003,118.639999,1072100,118.639999
2016-06-10,117.389999,117.57,115.459999,116.0,1181200,116.0
2016-06-13,115.540001,115.919998,113.650002,113.739998,1486500,113.739998
