Date,Open_AET,High_AET,Low_AET,Close_AET,Volume_AET,AdjClose_AET
2015-01-07,88.419998,89.550003,88.260002,89.489998,2148500,88.222613
2015-01-08,90.290001,92.529999,90.290001,92.389999,2881600,91.081544
2015-01-09,92.029999,92.480003,91.0,91.040001,1915900,89.750665
2015-01-12,91.400002,91.610001,89.169998,89.519997,3646300,88.252187
2015-01-13,90.480003,92.029999,89.580002,90.330002,3302200,89.300107
2015-01-14,89.5,90.900002,88.699997,89.889999,2807300,88.865121
2015-01-15,90.610001,91.110001,90.0,90.5,2415700,89.468167
2015-01-16,90.470001,92.639999,90.279999,92.559998,2982200,91.504677
2015-01-20,92.650002,92.900002,91.190002,91.980003,2337300,90.931296
2015-01-21,92.790001,95.080002,91.980003,94.739998,2762400,93.659822
2015-01-22,95.519997,96.150002,94.029999,96.110001,2257800,95.014205
2015-01-23,95.940002,96.25,94.440002,94.480003,2000200,93.402792
2015-01-26,94.25,94.580002,93.32,94.239998,1821700,93.165523
2015-01-27,93.610001,94.300003,93.160004,93.699997,1520800,92.631679
2015-01-28,94.480003,94.709999,92.559998,92.690002,2094900,91.6332
2015-01-29,92.949997,93.779999,91.949997,93.610001,1347700,92.542709
2015-01-30,92.970001,93.599998,91.639999,91.82,2048600,90.773116
2015-02-02,92.010002,92.910004,90.199997,92.220001,2817600,91.168557
2015-02-03,93.010002,94.269997,91.830002,94.18,2561700,93.106209
2015-02-04,93.760002,96.900002,93.0,96.050003,3873300,94.954891
2015-02-05,96.129997,97.709999,96.010002,96.589996,3461400,95.488728
2015-02-06,96.339996,96.790001,94.160004,94.540001,3540700,93.462106
2015-02-09,94.18,94.599998,93.379997,93.739998,1696000,92.671224
2015-02-10,94.150002,95.949997,94.040001,95.75,1900600,94.658309
2015-02-11,95.489998,96.75,95.379997,96.459999,1841000,95.360213
2015-02-12,97.160004,97.160004,95.989998,97.080002,1513800,95.973147
2015-02-13,96.580002,96.889999,95.82,96.120003,1504600,95.024093
2015-02-17,96.089996,96.620003,95.589996,96.620003,1515600,95.518392
2015-02-18,96.269997,96.959999,95.610001,96.889999,2334500,95.785311
2015-02-19,96.769997,97.489998,96.220001,96.639999,1214500,95.538161
2015-02-20,96.400002,98.120003,96.199997,97.919998,1705500,96.803566
2015-02-23,98.0,100.760002,98.0,100.68,2587400,99.5321
2015-02-24,100.860001,101.980003,100.059998,100.169998,2207100,99.027912
2015-02-25,100.269997,100.480003,99.220001,99.519997,1435600,98.385322
2015-02-26,99.459999,99.919998,99.080002,99.309998,1171500,98.177717
2015-02-27,99.389999,99.919998,99.099998,99.550003,2486000,98.414986
2015-03-02,99.550003,100.800003,99.470001,100.5,2529300,99.354152
2015-03-03,100.169998,100.330002,99.029999,99.790001,3398200,98.652248
2015-03-04,99.440002,102.0,98.779999,101.75,4275200,100.5899
2015-03-05,101.730003,102.629997,101.370003,102.089996,2967300,100.92602
2015-03-06,101.769997,101.900002,100.290001,100.669998,2293900,99.522212
2015-03-09,100.620003,101.739998,100.599998,101.529999,1330200,100.372407
2015-03-10,100.400002,100.760002,99.550003,100.160004,2335000,99.018032
2015-03-11,100.290001,100.940002,99.849998,100.040001,1627200,98.899397
2015-03-12,100.800003,102.349998,100.57,102.120003,2286200,100.955684
2015-03-13,102.0,104.199997,101.32,104.089996,2992600,102.903217
2015-03-16,104.739998,106.75,104.5,106.07,2827800,104.860645
2015-03-17,105.220001,105.5,104.360001,105.400002,2401300,104.198286
2015-03-18,105.330002,107.870003,105.129997,107.480003,2782700,106.254573
2015-03-19,108.0,108.970001,107.25,108.309998,2449000,107.075104
2015-03-20,108.699997,109.120003,107.940002,108.629997,2457400,107.391455
2015-03-23,108.5,109.900002,108.449997,109.260002,2902200,108.014277
2015-03-24,109.419998,109.599998,108.599998,108.739998,2261800,107.500202
2015-03-25,108.989998,109.769997,107.230003,107.290001,2571700,106.066737
2015-03-26,106.720001,107.120003,105.360001,105.910004,2535800,104.702473
2015-03-27,106.300003,107.970001,106.269997,107.400002,1611800,106.175483
2015-03-30,109.029999,109.349998,107.959999,108.57,1635700,107.332142
2015-03-31,107.919998,108.18,106.510002,106.529999,2578900,105.3154
2015-04-01,106.660004,106.870003,104.93,106.870003,2027400,105.651527
2015-04-02,107.110001,107.860001,106.550003,107.150002,1184700,105.928334
2015-04-06,106.550003,108.040001,106.300003,107.830002,1655400,106.600581
2015-04-07,108.489998,108.889999,106.779999,106.790001,1637500,105.817771
2015-04-08,107.18,108.07,106.650002,107.459999,1236500,106.481669
2015-04-09,107.019997,108.129997,107.0,107.720001,1530600,106.739304
2015-04-10,108.0,108.0,107.139999,107.910004,915800,106.927577
2015-04-13,108.129997,109.139999,107.660004,107.690002,1247400,106.709578
2015-04-14,107.919998,108.230003,107.0,107.879997,1025600,106.897843
2015-04-15,108.559998,108.57,105.440002,106.080002,2528600,105.114235
2015-04-16,108.220001,109.650002,108.220001,109.43,2874200,108.433735
2015-04-17,108.519997,108.790001,106.769997,107.720001,1766800,106.739304
2015-04-20,108.160004,108.68,107.190002,107.25,1381700,106.273582
2015-04-21,107.690002,108.629997,107.57,108.360001,1537500,107.373477
2015-04-22,108.330002,108.75,107.239998,107.949997,2347100,106.967206
2015-04-23,107.800003,109.099998,107.519997,108.900002,1150600,107.908561
2015-04-24,108.599998,109.010002,108.230003,108.82,1267500,107.829288
2015-04-27,109.059998,109.360001,106.790001,106.919998,2134400,105.946584
2015-04-28,108.809998,111.080002,106.720001,110.379997,3546800,109.375083
2015-04-29,109.949997,110.5,106.730003,108.010002,2771600,107.026665
2015-04-30,108.0,108.709999,106.68,106.870003,3162900,105.897044
2015-05-01,107.860001,108.550003,107.150002,108.470001,1885800,107.482476
2015-05-04,108.68,109.82,108.550003,109.190002,1819000,108.195922
2015-05-05,108.599998,108.849998,106.870003,107.199997,1922600,106.224034
2015-05-06,107.989998,108.339996,106.629997,107.370003,1210200,106.392492
2015-05-07,107.0,108.720001,107.0,107.889999,1415100,106.907755
2015-05-08,108.849998,109.830002,108.620003,109.260002,1279500,108.265285
2015-05-11,109.150002,110.279999,109.010002,109.300003,1090600,108.304921
2015-05-12,108.730003,111.120003,108.660004,110.080002,1638600,109.077819
2015-05-13,110.169998,111.0,109.660004,109.790001,1589200,108.790458
2015-05-14,110.889999,111.559998,110.599998,111.480003,1203900,110.465075
2015-05-15,111.970001,112.75,111.57,112.739998,1641100,111.713598
2015-05-18,112.610001,113.889999,112.150002,113.730003,1516900,112.69459
2015-05-19,113.989998,114.620003,113.809998,114.089996,1272900,113.051306
2015-05-20,114.120003,114.760002,113.720001,114.400002,1753200,113.358489
2015-05-21,114.0,114.860001,113.800003,114.690002,1089900,113.645849
2015-05-22,114.309998,115.760002,113.889999,114.519997,1740100,113.477391
2015-05-26,114.699997,114.839996,113.730003,113.879997,1698700,112.843219
2015-05-27,115.0,115.839996,114.040001,115.209999,1481500,114.161112
2015-05-28,115.349998,116.559998,114.980003,116.389999,1903100,115.330369
2015-05-29,116.470001,120.150002,114.470001,117.970001,5255400,116.895987
2015-06-01,118.059998,120.190002,117.910004,119.620003,3900700,118.530966
2015-06-02,119.239998,119.5,116.889999,117.330002,2630000,116.261814
2015-06-03,117.870003,118.139999,115.760002,116.949997,3102200,115.885269
2015-06-04,116.010002,116.949997,115.449997,115.980003,1908800,114.924106
2015-06-05,115.580002,117.160004,115.010002,116.860001,1441400,115.796092
2015-06-08,117.0,117.800003,115.980003,116.0,1350100,114.943921
2015-06-09,116.349998,117.489998,115.940002,117.239998,2060400,116.172629
2015-06-10,117.080002,118.529999,116.980003,117.940002,1590200,116.866261
2015-06-11,118.209999,118.589996,117.730003,117.949997,1674900,116.876165
2015-06-12,117.230003,117.449997,115.760002,115.870003,1746000,114.815107
2015-06-15,115.309998,124.199997,114.75,121.010002,6380900,119.908311
2015-06-16,124.879997,128.649994,123.120003,124.970001,6827900,123.832258
2015-06-17,125.769997,126.839996,123.449997,123.860001,2797600,122.732363
2015-06-18,124.059998,125.389999,124.019997,124.5,2122900,123.366535
2015-06-19,124.370003,124.669998,123.849998,124.07,2070300,122.94045
2015-06-22,127.910004,130.169998,127.599998,128.050003,7391400,126.884219
2015-06-23,128.289993,128.75,126.470001,128.199997,6173300,127.032847
2015-06-24,127.099998,128.639999,125.900002,127.510002,8226400,126.349134
2015-06-25,127.660004,133.050003,126.730003,132.600006,8858700,131.392798
2015-06-26,132.830002,134.399994,130.050003,130.050003,5583300,128.866011
2015-06-29,128.589996,129.479996,127.040001,127.279999,3185600,126.121225
2015-06-30,128.320007,128.710007,127.25,127.459999,2397500,126.299586
2015-07-01,128.949997,129.360001,127.25,128.899994,2452300,127.726471
2015-07-02,129.410004,129.740005,125.449997,125.510002,3168500,124.367342
2015-07-06,117.809998,120.760002,115.559998,117.43,16434100,116.360902
2015-07-07,117.720001,118.199997,112.639999,115.330002,9847000,114.280022
2015-07-08,114.879997,115.93,112.669998,112.669998,5307900,111.644236
2015-07-09,115.730003,116.510002,112.559998,112.669998,5282400,111.644236
2015-07-10,114.019997,114.800003,112.57,114.599998,4734700,113.556665
2015-07-13,115.900002,116.269997,112.370003,114.019997,5353900,112.981943
2015-07-14,113.300003,115.970001,113.209999,115.75,3266700,114.948233
2015-07-15,115.790001,117.010002,114.919998,115.480003,2915600,114.680106
2015-07-16,115.660004,115.959999,112.809998,112.910004,4819400,112.127908
2015-07-17,112.760002,113.480003,111.260002,112.919998,4297700,112.137833
2015-07-20,113.129997,113.139999,111.040001,111.599998,2890400,110.826977
2015-07-21,111.5,112.559998,109.110001,111.550003,3933700,110.777328
2015-07-22,111.5,114.230003,111.019997,113.879997,4433900,113.091183
2015-07-23,114.160004,114.239998,111.57,112.050003,2854000,111.273865
2015-07-24,111.620003,111.949997,109.730003,110.0,3223400,109.238061
2015-07-27,109.269997,110.550003,107.949997,110.230003,3783600,109.466471
2015-07-28,110.809998,112.370003,109.900002,112.309998,3538700,111.532058
2015-07-29,112.519997,112.940002,111.120003,112.599998,2669500,111.82005
2015-07-30,114.360001,114.639999,112.360001,114.150002,2650200,113.359317
2015-07-31,114.629997,114.980003,112.690002,112.970001,2882300,112.18749
2015-08-03,113.550003,114.720001,112.5,113.790001,3020000,113.00181
2015-08-04,115.989998,117.099998,112.239998,115.190002,4244400,114.392114
2015-08-05,116.589996,118.760002,115.440002,118.07,4296500,117.252162
2015-08-06,118.199997,118.589996,115.940002,116.400002,2713500,115.593732
2015-08-07,116.080002,116.809998,115.050003,116.389999,1582400,115.583799
2015-08-10,116.910004,117.489998,116.260002,117.089996,1650400,116.278947
2015-08-11,116.25,119.489998,116.18,118.349998,3428000,117.530222
2015-08-12,117.5,118.0,115.419998,117.300003,2828500,116.487499
2015-08-13,117.620003,118.669998,117.0,118.25,1866500,117.430916
2015-08-14,117.93,120.959999,117.82,120.660004,3122000,119.824226
2015-08-17,120.059998,123.790001,119.889999,123.040001,3115400,122.187738
2015-08-18,123.029999,125.470001,122.800003,124.209999,2837300,123.349632
2015-08-19,123.43,123.5,120.82,122.18,3405800,121.333694
2015-08-20,121.139999,121.910004,118.18,118.529999,3398400,117.708975
2015-08-21,117.949997,118.779999,115.489998,115.510002,3110900,114.709897
2015-08-24,108.029999,112.0,93.510002,110.510002,4999700,109.744531
2015-08-25,114.190002,115.949997,110.5,110.5,4461200,109.734598
2015-08-26,112.879997,115.739998,112.349998,115.419998,4838400,114.620517
2015-08-27,115.75,117.889999,114.410004,117.779999,3655100,116.96417
2015-08-28,117.610001,118.110001,116.019997,116.860001,1681700,116.050545
2015-08-31,116.669998,118.160004,114.360001,114.519997,2624400,113.726749
2015-09-01,112.199997,114.209999,110.889999,111.550003,2933900,110.777328
2015-09-02,112.75,113.599998,111.18,113.559998,2255400,112.7734
2015-09-03,114.080002,116.550003,113.760002,115.18,2637400,114.382181
2015-09-04,113.599998,114.419998,112.790001,113.470001,2175400,112.684027
2015-09-08,116.239998,118.370003,115.449997,118.139999,3120500,117.321677
2015-09-09,119.599998,119.849998,116.879997,117.230003,2330200,116.417984
2015-09-10,116.730003,118.980003,115.879997,116.190002,2794800,115.385187
2015-09-11,115.410004,117.93,115.269997,117.889999,1846400,117.073409
2015-09-14,118.809998,118.860001,115.989998,116.389999,1812400,115.583799
2015-09-15,116.900002,117.93,115.849998,117.57,1386700,116.755626
2015-09-16,117.790001,118.360001,116.139999,117.580002,1796400,116.765559
2015-09-17,117.650002,119.540001,116.730003,117.760002,1723900,116.944312
2015-09-18,117.019997,118.18,115.900002,116.150002,2765500,115.345464
2015-09-21,117.209999,119.75,116.349998,118.82,2430500,117.996967
2015-09-22,117.139999,119.370003,116.029999,118.120003,2372800,117.301819
2015-09-23,118.099998,119.489998,117.209999,118.82,1999700,117.996967
2015-09-24,118.080002,118.25,114.459999,116.440002,2415300,115.633456
2015-09-25,117.459999,117.459999,111.129997,112.019997,3574900,111.244066
2015-09-28,111.889999,111.919998,104.300003,105.300003,5730100,104.57062
2015-09-29,105.360001,107.93,103.790001,106.309998,3945500,105.573618
2015-09-30,107.980003,110.480003,107.5,109.410004,3948900,108.652152
2015-10-01,109.209999,110.419998,107.0,109.940002,2700200,109.178479
2015-10-02,108.809998,113.18,107.650002,113.110001,2716600,112.32652
2015-10-05,113.959999,114.730003,111.699997,113.040001,1834700,112.257005
2015-10-06,113.360001,113.470001,107.839996,108.830002,3301900,108.076167
2015-10-07,109.050003,109.790001,107.019997,109.559998,2760400,108.801107
2015-10-08,109.540001,109.93,107.989998,109.610001,1458900,108.850763
2015-10-09,108.970001,110.959999,108.849998,109.18,1998100,108.423742
2015-10-12,109.43,110.910004,109.0,110.629997,1992700,109.863695
2015-10-13,110.580002,115.980003,110.580002,113.269997,4681400,112.740179
2015-10-14,113.050003,114.419998,110.059998,111.110001,2585800,110.590286
2015-10-15,110.0,112.720001,108.339996,112.169998,3269600,111.645326
2015-10-16,113.07,113.559998,111.889999,112.989998,2070200,112.46149
2015-10-19,112.940002,114.93,112.660004,114.199997,2166700,113.665829
2015-10-20,114.32,114.790001,111.050003,111.82,2588200,111.296964
2015-10-21,112.629997,112.699997,103.639999,108.279999,5529900,107.773522
2015-10-22,107.879997,108.379997,100.690002,103.360001,7651400,102.876537
2015-10-23,103.93,106.239998,102.940002,105.889999,4635800,105.394702
2015-10-26,106.089996,108.220001,104.599998,107.800003,3775400,107.295771
2015-10-27,107.480003,111.860001,107.010002,110.669998,4829000,110.152342
2015-10-28,110.669998,111.18,107.07,111.110001,4083600,110.590286
2015-10-29,111.25,116.330002,110.68,114.860001,4390700,114.322746
2015-10-30,115.919998,115.989998,114.089996,114.779999,4113100,114.243118
2015-11-02,115.419998,116.220001,114.099998,115.339996,2362400,114.800496
2015-11-03,114.589996,115.480003,111.330002,111.809998,2981700,111.287009
2015-11-04,111.800003,112.389999,107.389999,108.660004,4672400,108.151749
2015-11-05,108.769997,111.650002,108.470001,111.269997,2876900,110.749534
2015-11-06,110.160004,110.220001,106.32,107.550003,4503300,107.046941
2015-11-09,107.220001,108.059998,105.650002,108.0,3133500,107.494833
2015-11-10,108.25,109.389999,107.889999,108.739998,2678100,108.231369
2015-11-11,109.43,109.559998,104.860001,105.089996,2943000,104.598441
2015-11-12,105.800003,106.019997,103.050003,103.110001,4710200,102.627706
2015-11-13,102.650002,104.25,101.519997,102.209999,3871200,101.731914
2015-11-16,102.389999,105.089996,102.199997,105.010002,2770300,104.518821
2015-11-17,104.82,107.040001,104.010002,105.279999,1575000,104.787554
2015-11-18,105.279999,107.059998,104.459999,106.860001,1719900,106.360166
2015-11-19,101.699997,103.580002,98.669998,99.889999,11864400,99.422766
2015-11-20,101.349998,104.980003,100.550003,104.43,4983900,103.941532
2015-11-23,104.779999,106.919998,104.309998,105.709999,2922500,105.215543
2015-11-24,104.839996,106.279999,104.349998,106.080002,2249700,105.583815
2015-11-25,106.309998,106.480003,103.800003,103.949997,2271000,103.463773
2015-11-27,104.25,104.800003,103.400002,104.059998,958300,103.57326
2015-11-30,104.470001,104.900002,102.75,102.75,2789300,102.269389
2015-12-01,103.160004,107.849998,102.779999,107.5,4370400,106.997171
2015-12-02,107.629997,109.480003,106.620003,106.93,3974600,106.429838
2015-12-03,106.75,107.529999,101.419998,101.720001,7098700,101.244209
2015-12-04,102.470001,106.099998,101.910004,105.32,4784900,104.827368
2015-12-07,105.449997,105.459999,103.059998,103.620003,2945500,103.135323
2015-12-08,102.860001,104.279999,102.099998,103.93,2957400,103.44387
2015-12-09,103.110001,104.529999,102.830002,103.870003,3409100,103.384153
2015-12-10,103.589996,105.550003,103.160004,104.82,2162200,104.329707
2015-12-11,103.940002,106.300003,103.169998,104.910004,3556000,104.41929
2015-12-14,105.220001,106.5,104.690002,105.800003,3799900,105.305126
2015-12-15,106.5,108.43,106.25,107.019997,2712200,106.519413
2015-12-16,108.080002,108.949997,107.129997,108.760002,2823000,108.25128
2015-12-17,108.730003,109.410004,107.709999,108.860001,2826800,108.350811
2015-12-18,108.769997,109.919998,108.019997,108.470001,4296900,107.962636
2015-12-21,108.910004,110.540001,108.589996,109.720001,2730700,109.206789
2015-12-22,110.419998,110.470001,107.760002,108.910004,2659400,108.40058
2015-12-23,109.129997,110.449997,109.129997,110.080002,1776500,109.565105
2015-12-24,110.010002,110.529999,109.510002,109.629997,726800,109.117206
2015-12-28,109.529999,109.669998,108.220001,108.949997,1543900,108.440386
2015-12-29,109.519997,110.900002,109.389999,110.209999,1088000,109.694495
2015-12-30,110.389999,110.839996,108.639999,108.93,1041400,108.420483
2015-12-31,108.349998,109.540001,108.0,108.120003,1612700,107.614274
2016-01-04,106.589996,109.260002,106.019997,109.260002,4890500,108.748941
2016-01-05,109.730003,111.199997,109.199997,110.779999,3476400,110.261828
2016-01-06,109.160004,110.980003,109.089996,110.220001,6670200,109.70445
2016-01-07,108.919998,111.230003,108.25,110.269997,6282200,109.754212
2016-01-08,110.0,110.459999,106.269997,107.07,7014700,106.569183
2016-01-11,107.139999,108.269997,104.190002,105.32,4785300,104.827368
2016-01-12,104.529999,109.599998,104.529999,109.150002,4220800,108.897945
2016-01-13,109.25,109.970001,104.720001,104.879997,4485700,104.637802
2016-01-14,104.860001,108.540001,104.440002,108.25,4230300,108.000022
2016-01-15,106.080002,108.239998,103.120003,105.040001,4780900,104.797436
2016-01-19,105.669998,106.949997,104.32,104.839996,6193200,104.597893
2016-01-20,103.769997,104.980003,100.290001,104.040001,5735500,103.799745
2016-01-21,104.589996,106.220001,103.720001,105.260002,3062300,105.016929
2016-01-22,106.160004,108.129997,105.720001,107.580002,2344700,107.331571
2016-01-25,108.68,108.839996,105.220001,105.43,1853000,105.186535
2016-01-26,105.650002,105.839996,103.919998,104.980003,2465900,104.737577
2016-01-27,105.080002,105.110001,100.57,101.690002,4341900,101.455174
2016-01-28,102.0,102.870003,98.400002,98.790001,3898900,98.561869
2016-01-29,99.370003,101.839996,99.07,101.839996,3383800,101.604821
2016-02-01,103.25,105.0,102.510002,103.370003,4446300,103.131294
2016-02-02,103.050003,103.25,100.93,101.879997,2833700,101.64473
2016-02-03,102.110001,102.5,99.230003,101.190002,2806400,100.956328
2016-02-04,100.720001,102.309998,99.959999,102.110001,2232600,101.874202
2016-02-05,102.040001,102.510002,98.959999,99.220001,2727300,98.990876
2016-02-08,98.339996,98.410004,93.290001,94.309998,3902100,94.092211
2016-02-09,93.739998,98.360001,92.419998,97.199997,4493500,96.975537
2016-02-10,98.309998,100.559998,98.25,99.739998,3196800,99.509672
2016-02-11,98.330002,99.099998,97.050003,97.82,2285800,97.594108
2016-02-12,97.739998,99.349998,97.150002,99.300003,2272000,99.070693
2016-02-16,100.059998,102.309998,99.620003,102.18,2159800,101.94404
2016-02-17,102.599998,105.599998,102.190002,105.459999,3342900,105.216464
2016-02-18,105.220001,106.25,104.019997,104.379997,2409300,104.138956
2016-02-19,104.800003,105.400002,102.519997,103.449997,2358600,103.211104
2016-02-22,103.669998,107.0,102.839996,106.559998,3023200,106.313923
2016-02-23,106.779999,107.989998,106.300003,107.330002,1877500,107.082149
2016-02-24,107.019997,107.290001,105.239998,106.650002,2035000,106.403719
2016-02-25,107.120003,109.529999,105.970001,109.400002,2184900,109.147368
2016-02-26,109.470001,111.529999,109.360001,109.919998,2901700,109.666164
2016-02-29,109.519997,110.720001,108.599998,108.629997,2661900,108.379142
2016-03-01,109.540001,110.580002,108.010002,110.540001,2177300,110.284735
2016-03-02,110.050003,110.540001,109.129997,110.150002,1978300,109.895636
2016-03-03,109.32,109.839996,107.889999,109.639999,2330800,109.386812
2016-03-04,109.139999,109.800003,107.830002,108.059998,3461200,107.810459
2016-03-07,107.43,109.699997,107.010002,109.699997,1996300,109.446671
2016-03-08,109.050003,109.400002,106.940002,106.989998,2510300,106.74293
2016-03-09,107.860001,109.239998,107.290001,109.220001,3584100,108.967784
2016-03-10,109.809998,111.730003,109.330002,110.870003,2315600,110.613975
2016-03-11,111.629997,113.480003,111.120003,113.470001,2111300,113.207969
2016-03-14,112.739998,114.480003,112.489998,114.169998,2189200,113.90635
2016-03-15,113.32,113.839996,111.209999,112.870003,2213900,112.609356
2016-03-16,112.68,113.830002,111.529999,113.360001,1964900,113.098223
2016-03-17,112.959999,113.389999,109.0,110.550003,3222400,110.294714
2016-03-18,110.440002,113.370003,109.419998,112.610001,2766000,112.349955
2016-03-21,112.07,112.779999,110.830002,111.410004,1834100,111.152729
2016-03-22,111.209999,113.169998,111.07,112.519997,1834300,112.260158
2016-03-23,112.559998,113.0,111.389999,111.75,2229900,111.49194
2016-03-24,111.370003,112.959999,111.239998,112.410004,2172800,112.150419
2016-03-28,112.410004,113.360001,111.910004,112.099998,1099300,111.84113
2016-03-29,112.5,113.529999,111.879997,113.290001,2190400,113.028385
2016-03-30,113.330002,115.519997,113.330002,114.190002,2391900,113.926308
2016-03-31,113.730003,114.260002,112.349998,112.349998,3217000,112.090553
2016-04-01,112.120003,114.0,111.660004,113.709999,2149700,113.447413
2016-04-04,113.480003,114.959999,112.610001,114.529999,2307100,114.265519
2016-04-05,113.410004,113.849998,110.410004,111.120003,3488000,110.863397
2016-04-06,111.190002,112.150002,110.809998,112.110001,3579600,111.851109
2016-04-07,111.360001,111.860001,109.620003,110.279999,3313000,110.025333
2016-04-08,110.660004,111.099998,108.610001,108.870003,2380300,108.618593
2016-04-11,108.910004,110.050003,108.019997,108.260002,2539700,108.010001
2016-04-12,108.279999,109.379997,107.550003,109.290001,1868700,109.290001
2016-04-13,109.989998,110.779999,109.059998,110.540001,1700700,110.540001
2016-04-14,110.209999,110.739998,109.529999,109.690002,1793900,109.690002
2016-04-15,110.07,110.25,108.519997,109.809998,1766100,109.809998
2016-04-18,109.669998,111.120003,109.110001,110.470001,1483000,110.470001
2016-04-19,111.379997,112.889999,110.900002,111.470001,1248100,111.470001
2016-04-20,111.650002,113.760002,111.18,113.209999,1860100,113.209999
2016-04-21,112.959999,113.919998,112.739998,113.089996,1320600,113.089996
2016-04-22,113.440002,114.82,113.089996,114.82,2030300,114.82
2016-04-25,114.199997,114.900002,113.440002,114.300003,1891100,114.300003
2016-04-26,114.010002,115.82,114.010002,115.769997,1831700,115.769997
2016-04-27,115.610001,115.709999,113.290001,113.800003,2444100,113.800003
2016-04-28,115.050003,115.959999,113.660004,114.629997,2432400,114.629997
2016-04-29,114.0,114.0,111.68,112.269997,3707900,112.269997
2016-05-02,113.260002,114.839996,112.900002,113.849998,2114100,113.849998
2016-05-03,113.459999,114.93,113.300003,114.07,1777600,114.07
2016-05-04,113.050003,113.970001,112.300003,113.059998,1926400,113.059998
2016-05-05,112.889999,114.32,112.529999,113.870003,1741700,113.870003
2016-05-06,113.190002,114.260002,111.730003,112.82,3203000,112.82
2016-05-09,112.809998,115.440002,112.809998,113.93,1979800,113.93
2016-05-10,114.239998,114.790001,113.580002,114.459999,1184300,114.459999
2016-05-11,114.720001,114.720001,112.260002,112.260002,1531400,112.260002
2016-05-12,112.449997,112.779999,107.779999,108.599998,3701700,108.599998
2016-05-13,108.540001,109.489998,106.300003,107.900002,3157900,107.900002
2016-05-16,107.809998,110.550003,107.589996,110.5,2551700,110.5
2016-05-17,110.400002,111.120003,109.440002,110.199997,1815500,110.199997
2016-05-18,110.040001,111.480003,109.599998,110.599998,1827500,110.599998
2016-05-19,109.910004,111.330002,108.639999,109.720001,1260200,109.720001
2016-05-20,110.379997,111.43,110.199997,110.639999,1160100,110.639999
2016-05-23,110.419998,111.0,109.589996,110.089996,1773100,110.089996
2016-05-24,110.540001,111.940002,110.260002,111.629997,2457100,111.629997
2016-05-25,112.309998,113.849998,111.870003,113.690002,2927700,113.690002
2016-05-26,113.330002,113.82,112.650002,113.07,1772800,113.07
2016-05-27,113.290001,114.029999,112.809998,113.25,1255100,113.25
2016-05-31,113.730003,114.239998,113.07,113.230003,2816400,113.230003
2016-06-01,113.230003,115.300003,112.800003,115.290001,2590500,115.290001
2016-06-02,115.25,120.07,114.769997,120.029999,5776500,120.029999
2016-06-03,118.870003,120.300003,118.419998,120.040001,2886700,120.040001
2016-06-06,120.099998,122.779999,119.879997,122.290001,2406200,122.290001
2016-06-07,122.150002,122.790001,121.599998,121.599998,1818700,121.599998
2016-06-08,121.540001,123.18,121.199997,122.720001,2433800,122.720001
2016-06-09,122.25,122.68,119.970001,121.269997,2477200,121.269997
2016-06-10,120.459999,120.559998,119.660004,120.519997,1785300,120.519997
2016-06-13,120.379997,121.360001,119.050003,119.18,2017500,119.18
